企業名,店舗名,ieul_企業id,ieul_店舗id,ロゴURL,郵便番号,都道府県,市区町村,以降住所,電話番号,FAX番号,営業時間,定休日,キャッチコピー,紹介文,査定依頼可能エリア,※参考※査定依頼可能エリア
Speee61不動産,,61,70,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,京都府,南丹市,美山町静原野々ケ畑,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee61不動産にお任せください,Speee61不動産にお任せください！東京都の不動産売却の実績多数です。,"1,194,119,511,961,190",
Speee62不動産,,62,71,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,秋田県,秋田市,河辺松渕字大森沢,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee62不動産にお任せください,Speee62不動産にお任せください！東京都の不動産売却の実績多数です。,"300,301,302,303",
Speee63不動産,,63,72,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,岩手県,二戸市,浄法寺町山根,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee63不動産にお任せください,Speee63不動産にお任せください！東京都の不動産売却の実績多数です。,"238,239,240,241",
Speee64不動産,,64,73,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,宮城県,石巻市,和渕字前田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee64不動産にお任せください,Speee64不動産にお任せください！東京都の不動産売却の実績多数です。,"266,267,268,269",
Speee65不動産,,65,74,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,島根県,浜田市,熱田町汐入,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee65不動産にお任せください,Speee65不動産にお任せください！東京都の不動産売却の実績多数です。,"1,417,141,814,191,420",
Speee66不動産,,66,75,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,秋田県,由利本荘市,岩城六呂田字小貞,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee66不動産にお任せください,Speee66不動産にお任せください！東京都の不動産売却の実績多数です。,"307,308,309,310",
Speee67不動産,,67,76,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,大阪府,堺市南区,三原台２丁,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee67不動産にお任せください,Speee67不動産にお任せください！東京都の不動産売却の実績多数です。,"1,235,123,612,371,230",
Speee68不動産,,68,77,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,福島県,喜多方市,関柴町平林字深田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee68不動産にお任せください,Speee68不動産にお任せください！東京都の不動産売却の実績多数です。,"366,367,368,369",
Speee69不動産,,69,78,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,宮城県,仙台市泉区,松森字真米,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee69不動産にお任せください,Speee69不動産にお任せください！東京都の不動産売却の実績多数です。,"265,266,267,268",
Speee70不動産,,70,79,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,愛知県,岡崎市,大高味町字西ノ沢,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee70不動産にお任せください,Speee70不動産にお任せください！東京都の不動産売却の実績多数です。,"1,071,107,210,731,070",
Speee71不動産,,71,80,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,岐阜県,大垣市,船町１丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee71不動産にお任せください,Speee71不動産にお任せください！東京都の不動産売却の実績多数です。,"970,971,972,973",
Speee72不動産,,72,81,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,秋田県,大仙市,協和船岡字野田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee72不動産にお任せください,Speee72不動産にお任せください！東京都の不動産売却の実績多数です。,"309,310,311,312",
Speee73不動産,,73,82,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,福島県,福島市,荒井字小沢前,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee73不動産にお任せください,Speee73不動産にお任せください！東京都の不動産売却の実績多数です。,"360,361,362,363",
Speee74不動産,,74,83,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,富山県,高岡市,太田旦保,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee74不動産にお任せください,Speee74不動産にお任せください！東京都の不動産売却の実績多数です。,"815,816,817,818",
Speee75不動産,,75,84,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,茨城県,土浦市,小山田２丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee75不動産にお任せください,Speee75不動産にお任せください！東京都の不動産売却の実績多数です。,"421,422,423,424",
Speee76不動産,,76,85,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,福島県,伊達市,梁川町大関字大名,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee76不動産にお任せください,Speee76不動産にお任せください！東京都の不動産売却の実績多数です。,"371,372,373,374",
Speee77不動産,,77,86,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,大阪府,大阪市港区,南市岡３丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee77不動産にお任せください,Speee77不動産にお任せください！東京都の不動産売却の実績多数です。,"1,211,121,212,131,210",
Speee78不動産,,78,87,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,愛知県,豊田市,小田木町タワカネ,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee78不動産にお任せください,Speee78不動産にお任せください！東京都の不動産売却の実績多数です。,"1,080,108,110,821,080",
Speee79不動産,,79,88,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,山形県,酒田市,相生町１丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee79不動産にお任せください,Speee79不動産にお任せください！東京都の不動産売却の実績多数です。,"328,329,330,331",
Speee80不動産,,80,89,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,愛知県,豊橋市,老津町字道林,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee80不動産にお任せください,Speee80不動産にお任せください！東京都の不動産売却の実績多数です。,"1,070,107,110,721,070",
Speee81不動産,,81,90,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,宮城県,登米市,中田町浅水字三号,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee81不動産にお任せください,Speee81不動産にお任せください！東京都の不動産売却の実績多数です。,"274,275,276,277",
Speee82不動産,,82,91,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,京都府,南丹市,美山町島小栗栖山,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee82不動産にお任せください,Speee82不動産にお任せください！東京都の不動産売却の実績多数です。,"1,194,119,511,961,190",
Speee83不動産,,83,92,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,東京都,東大和市,立野３丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee83不動産にお任せください,Speee83不動産にお任せください！東京都の不動産売却の実績多数です。,"697,698,699,700",
Speee84不動産,,84,93,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,愛知県,新城市,睦平字マクズレ,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee84不動産にお任せください,Speee84不動産にお任せください！東京都の不動産売却の実績多数です。,"1,089,109,010,911,090",
Speee85不動産,,85,94,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,福島県,二本松市,米沢字水落,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee85不動産にお任せください,Speee85不動産にお任せください！東京都の不動産売却の実績多数です。,"368,369,370,371",
Speee86不動産,,86,95,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,愛知県,常滑市,金山字糠子,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee86不動産にお任せください,Speee86不動産にお任せください！東京都の不動産売却の実績多数です。,"1,085,108,610,871,080",
Speee87不動産,,87,96,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,埼玉県,ふじみ野市,亀久保３丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee87不動産にお任せください,Speee87不動産にお任せください！東京都の不動産売却の実績多数です。,"571,572,573,574",
Speee88不動産,,88,97,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,京都府,綾部市,志賀郷町梅ケ下,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee88不動産にお任せください,Speee88不動産にお任せください！東京都の不動産売却の実績多数です。,"1,184,118,511,861,180",
Speee89不動産,,89,98,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,福島県,須賀川市,木之崎字櫻入,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee89不動産にお任せください,Speee89不動産にお任せください！東京都の不動産売却の実績多数です。,"365,366,367,368",
Speee90不動産,,90,99,https://foodslink.jp/syokuzaihyakka/syun/fruit/sumomo/sumomo-taiyo2s.jpg,329-1224,山口県,宇部市,大字木田秋葉下,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee90不動産にお任せください,Speee90不動産にお任せください！東京都の不動産売却の実績多数です。,"1,496,149,714,981,490",
Speee91不動産,,91,100,https://foodslink.jp/syokuzaihyakka/syun/fruit/Figue-page/ichijiku-toyomituhime2s.jpg,329-1224,愛知県,豊川市,御津町大草分莚,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee91不動産にお任せください,Speee91不動産にお任せください！東京都の不動産売却の実績多数です。,"1,076,107,710,781,070",
Speee92不動産,,92,101,https://foodslink.jp/syokuzaihyakka/syun/fruit/Cranberry/Cranberry07s.jpg,329-1224,千葉県,我孫子市,東我孫子２丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee92不動産にお任せください,Speee92不動産にお任せください！東京都の不動産売却の実績多数です。,"621,622,623,624",
Speee93不動産,,93,102,https://foodslink.jp/syokuzaihyakka/syun/fruit/Budou-page/budou-Kyoho10s.jpg,329-1224,福島県,二本松市,上川崎字本佛谷,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee93不動産にお任せください,Speee93不動産にお任せください！東京都の不動産売却の実績多数です。,"368,369,370,371",
Speee94不動産,,94,103,https://foodslink.jp/syokuzaihyakka/syun/fruit/akebi-page/akebi11s.jpg,329-1224,愛知県,岡崎市,蓬生町字仲田,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee94不動産にお任せください,Speee94不動産にお任せください！東京都の不動産売却の実績多数です。,"1,071,107,210,731,070",
Speee95不動産,,95,104,https://foodslink.jp/syokuzaihyakka/syun/fruit/shikuwasa/shikuwasa04s.jpg,329-1224,高知県,香美市,土佐山田町旭町５丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee95不動産にお任せください,Speee95不動産にお任せください！東京都の不動産売却の実績多数です。,"1,585,158,615,871,580",
Speee96不動産,,96,105,https://foodslink.jp/syokuzaihyakka/syun/fruit/starfruit/starfruit04s.jpg,329-1224,熊本県,熊本市中央区,神水１丁目,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee96不動産にお任せください,Speee96不動産にお任せください！東京都の不動産売却の実績多数です。,"1,722,172,317,241,720",
Speee97不動産,,97,106,https://foodslink.jp/syokuzaihyakka/syun/fruit/Papaya/PapayaGreen01s.jpg,329-1224,宮城県,仙台市泉区,根白石字判在家西,03-0000-0000,03-0000-0000,平日9:00～18:00,水曜日、祝日、GW、他,不動産の売却はSpeee97不動産にお任せください,Speee97不動産にお任せください！東京都の不動産売却の実績多数です。,"265,266,267,268",
